"What topics does '🕉️ Philosophy & Doctrine — The Eternal Foundation' cover, and where does it live?",DSA-Grandmaster-Codex/00-PHILOSOPHY-AND-DOCTRINE/00-Index.md — covers: 📜 Contents
"What topics does 'Task Scheduler' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/09-Heap-Priority-Queue/05-Task-Scheduler.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Max-heap simulation (intuitive) ⭐; Approach 2 — Greedy closed-form formula (optimal) ⭐⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Design Twitter' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/09-Heap-Priority-Queue/06-Design-Twitter.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Collect all relevant tweets, sort, take 10 (baseline); Approach 2 — Max-heap merge of recent tweets (optimal) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Find Median from Data Stream' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/09-Heap-Priority-Queue/07-Find-Median-From-Data-Stream.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Sorted array + binary-search insert (baseline); Approach 2 — Two balanced heaps (optimal) ⭐; 📎 Follow-up answers; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does '🗂️ Backtracking — Problem Set' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/00-Index.md — covers: 📋 Problems; 🎯 The pattern family
"What topics does 'Subsets' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/01-Subsets.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Backtracking with a start index ⭐; Approach 2 — Iterative ""grow the result""; Approach 3 — Bitmask enumeration; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Combination Sum' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/02-Combination-Sum.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Backtracking with reuse (stay at `i`) ⭐; Approach 2 — Sort + early-break pruning (faster) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Combination Sum II' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/03-Combination-Sum-II.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach — Sort + use-once DFS + skip-dup-at-level ⭐; 🔬 Why `i > start` and not `i > 0`; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Permutations' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/04-Permutations.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Backtracking with a `used[]` array ⭐; Approach 2 — In-place swapping (no extra array); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Subsets II' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/05-Subsets-II.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Sort + backtracking + skip-dup-at-level ⭐; Approach 2 — Count distinct values, take 0..count of each; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Word Search' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/06-Word-Search.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — DFS with in-place sentinel marking ⭐; Approach 2 — DFS with a separate `visited` matrix; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Palindrome Partitioning' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/07-Palindrome-Partitioning.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Backtracking with on-the-fly palindrome check ⭐; Approach 2 — Precompute palindromes with DP, then backtrack; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Letter Combinations of a Phone Number' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/08-Letter-Combinations-Phone-Number.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Backtracking over digit positions ⭐; Approach 2 — Iterative Cartesian product (BFS-style); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'N-Queens' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/10-Backtracking/09-N-Queens.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Row-by-row backtracking with conflict sets ⭐; Approach 2 — Bitmask conflict tracking (fastest); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does '🗂️ Graphs — Problem Set' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/00-Index.md — covers: 📋 Problems; 🎯 The pattern family; 🧭 Decision guide
"What topics does 'Number of Islands' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/01-Number-of-Islands.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — DFS flood-fill (recommended) ⭐; Approach 2 — BFS flood-fill; Approach 3 — Union-Find (Disjoint Set Union); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Max Area of Island' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/02-Max-Area-of-Island.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — DFS returning area (recommended) ⭐; Approach 2 — BFS returning area; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Clone Graph' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/03-Clone-Graph.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — DFS with hash map (recommended) ⭐; Approach 2 — BFS with hash map; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Rotting Oranges' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/04-Rotting-Oranges.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Multi-source BFS (recommended) ⭐; Approach 2 — BFS storing time with each cell (no level snapshot); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Pacific Atlantic Water Flow' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/05-Pacific-Atlantic-Water-Flow.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Brute force per-cell downhill DFS; Approach 2 — Reverse DFS from ocean borders (recommended) ⭐; Approach 3 — Reverse BFS from ocean borders; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Surrounded Regions' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/06-Surrounded-Regions.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Border DFS marking safe cells (recommended) ⭐; Approach 2 — Border BFS marking safe cells; Approach 3 — Union-Find with a virtual ""border"" node; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Course Schedule' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/07-Course-Schedule.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Kahn's algorithm / BFS topological sort (recommended) ⭐; Approach 2 — DFS cycle detection (three-color); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Course Schedule II' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/08-Course-Schedule-II.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Kahn's algorithm / BFS (recommended) ⭐; Approach 2 — DFS post-order (with cycle detection); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Number of Connected Components in an Undirected Graph' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/09-Number-of-Connected-Components.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Union-Find (recommended) ⭐; Approach 2 — DFS counting components; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Redundant Connection' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/10-Redundant-Connection.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Union-Find (recommended) ⭐; Approach 2 — DFS connectivity check before adding each edge; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Word Ladder' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/11-Word-Ladder.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — BFS generating neighbors by letter swap (recommended) ⭐; Approach 2 — Bidirectional BFS; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Walls and Gates' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/12-Walls-And-Gates.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Multi-source BFS from all gates (recommended) ⭐; Approach 2 — DFS from each gate (brute, for contrast); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Graph Valid Tree' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/11-Graphs/13-Graph-Valid-Tree.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Union-Find (recommended) ⭐; Approach 2 — DFS/BFS connectivity check; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does '🗂️ Advanced Graphs — Problem Set' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/00-Index.md — covers: 📋 Problems; 🎯 The pattern family; 🧭 Decision guide
"What topics does 'Network Delay Time' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/01-Network-Delay-Time.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Dijkstra with a min-heap (recommended) ⭐; Approach 2 — Bellman-Ford; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Cheapest Flights Within K Stops' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/02-Cheapest-Flights-K-Stops.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Bellman-Ford limited to k+1 rounds (recommended) ⭐; Approach 2 — BFS by levels (track stops); ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Min Cost to Connect All Points' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/03-Min-Cost-Connect-Points.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Prim's algorithm with a min-heap (recommended) ⭐; Approach 2 — Prim's with an O(n²) array (no heap); Approach 3 — Kruskal's algorithm with Union-Find; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Swim in Rising Water' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/04-Swim-In-Rising-Water.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Dijkstra on the bottleneck (recommended) ⭐; Approach 2 — Binary search on time + DFS reachability; Approach 3 — Kruskal / Union-Find by increasing elevation; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Reconstruct Itinerary' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/05-Reconstruct-Itinerary.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Hierholzer's algorithm, iterative with a stack (recommended) ⭐; Approach 2 — Hierholzer's algorithm, recursive DFS; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Number of Operations to Make Network Connected' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/12-Advanced-Graphs/06-Min-Cost-Make-Network-Connected.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Union-Find (recommended) ⭐; Approach 2 — DFS component counting; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does '🗂️ 1D Dynamic Programming — Problem Set' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/00-Index.md — covers: 📋 Problems; 🎯 The pattern family; 🪜 The 5-Step DP Framework
"What topics does 'Climbing Stairs' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/01-Climbing-Stairs.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Plain recursion (exponential); Approach 2 — Top-down memoization; Approach 3 — Bottom-up tabulation; Approach 4 — Space-optimized rolling variables (optimal) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Min Cost Climbing Stairs' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/02-Min-Cost-Climbing-Stairs.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Top-down memoization; Approach 2 — Bottom-up tabulation; Approach 3 — Space-optimized rolling variables (optimal) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'House Robber' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/03-House-Robber.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Top-down memoization; Approach 2 — Bottom-up tabulation; Approach 3 — Space-optimized rolling variables (optimal) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'House Robber II' cover, and where does it live?","DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/04-House-Robber-II.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Two linear runs (optimal) ⭐; Approach 2 — Same reduction, tabulation inner routine; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems"
"What topics does 'Longest Palindromic Substring' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/05-Longest-Palindromic-Substring.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Brute force (check every substring); Approach 2 — Dynamic programming table; Approach 3 — Expand around center (optimal in practice) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
"What topics does 'Palindromic Substrings' cover, and where does it live?",DSA-Grandmaster-Codex/23-SOLVED-PROBLEMS-VAULT/13-1D-Dynamic-Programming/06-Palindromic-Substrings.md — covers: 📜 Problem Statement; 🧠 Understanding the problem; Approach 1 — Brute force; Approach 2 — Dynamic programming table; Approach 3 — Expand around center (optimal) ⭐; ⚖️ Approach comparison; 🧪 Edge cases & pitfalls; 🔗 Related problems
